Pen Pressure,Line Spacing,Slant Angle,Baseline angle,Category,Link
361.39266214468716,331.04,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_69_yes.jpg
195.36113696316306,1855.888888888889,5,6.1699608333686475,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_10_yes.jpg
431.52525475956645,318.0,5,65.52153860831949,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_15_yes.jpg
286.43334481889906,291.0,5,70.17911443139678,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_17_yes.jpg
1444.4622202319288,503.63265306122446,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_25_yes.jpg
286.1550336426385,397.0,5,96.95995608642251,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_44_yes.jpg
232.49775981434414,618.6666666666666,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_20_yes.jpg
1348.9477962913952,192.0,5,566.3870511198127,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_79_yes.jpg
52.86892940791978,341.15999999999997,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_2_yes.jpg
226.24109843397719,592.6875,-5,100.1713799121735,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_6_yes.jpg
311.2733283019313,479.0,5,225.2624459313015,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_52_yes.jpg
556.8761648075656,105.0,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_3_yes.jpg
167.74667602742738,1104.5555555555557,-5,319.47192484646143,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_58_yes.jpg
64.07838290178336,424.3469387755102,5,100.28737612153216,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_26_yes.jpg
260.522210742532,400.0,5,110.0622198130517,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_27_yes.jpg
35.70469059371533,67.0,-5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_4_yes.jpg
27.031744657132776,22950.666666666668,-5,5.555688957225842,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_55_yes.jpg
71.26574282246008,1324.888888888889,-5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_30_yes.jpg
1175.899300523482,186.0,-5,3.1003715384561352,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_18_yes.jpg
184.964461335235,571.0,-5,68.19315551401816,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_59_yes.jpg
291.36379429161116,325.25,5,29.78682688747108,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_28_yes.jpg
135.84800802258178,824.0,5,22.75523669546664,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_42_yes.jpg
239.81518713603236,528.0,-5,35.48474002149408,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_11_yes.jpg
684.3011032048416,22.0,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_53_yes.jpg
94.90458509385769,352.24,5,73.62140029619216,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_48_yes.jpg
2.382132794884953,899.0,-5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_88_yes.jpg
390.6499434413597,649.0,-5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_19_yes.jpg
1160.9786258391969,59.0,5,680.0857151966902,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_46_yes.jpg
2069.8121920960107,273.0,-5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_14_yes.jpg
39.241184501328064,899.0,-5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_82_yes.png
79.67077766453099,435.49,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_95_yes.jpg
