Pen Pressure,Line Spacing,Slant Angle,Baseline angle,Category,Link,l1,l2,l3,l4,l5,l6,l7,l8
52.86892940791978,341.15999999999997,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_2_yes.jpg,-1.7652858,3.0636702,-1.2414248,-2.9187095,-0.63859063,-2.3378582,-3.083381,1.4715687
232.49775981434414,618.6666666666666,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_20_yes.jpg,-1.4316335,-0.2665453,-0.16484001,-1.0133742,-0.09653117,-2.1147115,-2.0539482,4.4229536
556.8761648075656,105.0,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_3_yes.jpg,-1.6940209,2.885792,-1.1632353,-2.8083136,-0.57225657,-2.2634003,-2.9844997,1.5848113
286.43334481889906,291,5,70.17911443139678,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_17_yes.jpg,-1.4152346,-0.2792411,-0.14951639,-0.9683407,-0.09612812,-2.1321392,-2.0434754,4.4838996
291.36379429161116,325.25,5,29.78682688747108,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_28_yes.jpg,-1.4341105,-0.31226805,-0.1599159,-0.9940512,-0.104884,-2.0719688,-2.0381591,4.3255563
260.522210742532,400,5,110.0622198130517,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_27_yes.jpg,-1.41529,-0.28031513,-0.1496573,-0.969161,-0.09699759,-2.1297603,-2.043524,4.482627
286.1550336426385,397,5,96.95995608642251,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_44_yes.jpg,-1.4537369,-0.2326823,-0.2299673,-1.1226664,-0.11281847,-2.056787,-2.0574148,4.1788783
226.24109843397719,592.6875,-5,100.1713799121735,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_6_yes.jpg,-2.2174656,3.8890479,-1.6643674,-3.3895273,-0.96344495,-2.744789,-3.5751638,1.1372145
684.3011032048416,22,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_53_yes.jpg,-1.493159,2.1948364,-0.9043619,-2.4473732,-0.44877338,-1.9684371,-2.5322084,1.5610904
1444.4622202319288,503.63265306122446,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_25_yes.jpg,-1.4152753,-0.27820086,-0.14936931,-0.96752524,-0.09527189,-2.1342258,-2.0430598,4.483929
195.36113696316306,1855.888888888889,5,6.1699608333686475,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_10_yes.jpg,-1.5023476,2.2382207,-0.9200021,-2.4530966,-0.44876552,-1.9827718,-2.542635,1.5532717
311.2733283019313,479.0,5,225.2624459313015,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_52_yes.jpg,-1.4152899,-0.28027934,-0.14965017,-0.9691257,-0.09697441,-2.1298425,-2.04352,4.482678
431.52525475956645,318,5,65.52153860831949,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_15_yes.jpg,-1.4081467,-0.08305074,-0.34615704,-1.4340999,-0.14635295,-1.9265444,-2.0296338,3.4204679
361.39266214468716,331.04,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_69_yes.jpg,-1.7942209,3.125507,-1.2710286,-2.9576976,-0.6627869,-2.3666365,-3.1170723,1.4298426
184.964461335235,571,-5,68.19315551401816,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_59_yes.jpg,-1.4517401,1.295315,-0.68048126,-2.1394565,-0.37421355,-1.8696746,-2.265131,1.996323
27.031744657132776,22950.666666666668,-5,5.555688957225842,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_55_yes.jpg,-1.504275,2.2572773,-0.9253425,-2.4597116,-0.45075822,-1.9876089,-2.5514572,1.5520724
167.74667602742738,1104.5555555555557,-5,319.47192484646143,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_58_yes.jpg,-1.4548972,1.3851022,-0.7086566,-2.1730285,-0.385448,-1.8694798,-2.2814407,1.9267617
239.81518713603236,528.0,-5,35.48474002149408,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_11_yes.jpg,-2.2238736,3.9354699,-1.6309431,-3.4656482,-0.9754544,-2.7950702,-3.60848,1.2135879
286.6919427618334,229.0,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_105_yes.jpg,-1.7619886,3.0555522,-1.2378602,-2.913643,-0.6355498,-2.3344593,-3.0788658,1.4766871
620.1956711528087,99,5,134.9239298483325,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_35_yes.jpg,-1.4396609,-0.14168969,-0.3198259,-1.3250427,-0.13103919,-1.9637424,-2.0351932,3.6960115
459.5912569223042,315,5,51.925166280270695,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_32_yes.jpg,-1.4152899,-0.28027934,-0.14965017,-0.9691257,-0.09697441,-2.1298425,-2.04352,4.482678
336.14802221776426,306.1875,-5,104.56810021953272,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_37_yes.jpg,-1.487952,2.0544431,-0.88119644,-2.3944094,-0.43953514,-1.9378375,-2.4617279,1.5728987
26.98389913110799,16480.4,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_100_yes.jpg,-1.6925265,2.8818123,-1.1615609,-2.8059118,-0.5708634,-2.2616122,-2.9822545,1.5871612
79.67077766453099,435.49,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_95_yes.jpg,-1.7016689,2.9060545,-1.17228,-2.8205671,-0.5797775,-2.2716424,-2.9955816,1.5709144
287.68699792196367,550.8888888888889,5,62.8584353687612,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_60_yes.jpg,-1.4441334,1.0819279,-0.6144432,-2.0592253,-0.34705263,-1.8707343,-2.2263334,2.1623907
94.90458509385769,352.24,5,73.62140029619216,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_48_yes.jpg,-1.5192037,2.4050143,-0.96673876,-2.510976,-0.4662082,-2.0250654,-2.6198153,1.54271
1.1596320085185567,899,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_90_yes.jpg,-1.7657908,3.0650194,-1.2421027,-2.919535,-0.6391434,-2.3382244,-3.0840394,1.4703368
39.241184501328064,899,-5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_82_yes.png,-1.7618221,3.0551498,-1.237687,-2.9133906,-0.6354008,-2.3342805,-3.0786374,1.4769224
116.20223701796704,796.5555555555554,5,37.128325335961414,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_50_yes.jpg,-1.4326103,0.73277175,-0.5332858,-1.9281179,-0.28729546,-1.8837807,-2.154434,2.4196706
1097.3756359369659,0,5,120.78803910203882,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_57_yes.jpg,-2.5446146,4.1258774,-1.6453495,-3.7201116,-1.0150247,-3.3202894,-3.851647,1.5192019
135.63533617686414,339.9166666666667,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_94_yes.jpg,-1.5825028,2.6056194,-1.0451294,-2.630154,-0.49741694,-2.1258247,-2.789415,1.6286045
478.90332592236564,264.96,5,0.0,True,/content/drive/MyDrive/datad/Dysgraphia/dysgraphia_29_yes.jpg,-1.4152899,-0.28027934,-0.14965017,-0.9691257,-0.09697441,-2.1298425,-2.04352,4.482678
